"STATION","DATE","ARH","AWND","DAPR","MDPR","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT08","WT10"
"USW00003178","2023-01-02",,"   29",,,,"   10",,,,"  144","   83",,"  260","  260","   67","   85","    1",,,,
"USW00003178","2023-01-03",,"   56",,,,"   38",,,,"  144","  111",,"  140","  140","   89","  103","    1",,,"    1",
"USW00003178","2023-01-04",,"   32",,,,"    5",,,,"  194","  133",,"  200","  200","   63","   67","    1",,,,
"USW00003178","2023-01-05",,"   32",,,,"   20",,,,"  156","   94",,"  170","  170","   98","  125","    1",,,,
"USW00003178","2023-01-06",,"   13",,,,"    0",,,,"  167","   72",,"  280","  280","   63","   81","    1",,,,
"USW00003178","2023-01-07",,"   16",,,,"    0",,,,"  200","   50",,"  270","  260","   45","   58",,,,"    1",
"USW00003178","2023-01-08",,"   17",,,,"    0",,,,"  206","   67",,"  130","  130","   67","   76",,,,"    1",
"USW00003178","2023-01-09",,"   30",,,,"    0",,,,"  200","   67",,"  140","  150","   67","   81","    1",,,"    1",
"USW00003178","2023-01-10",,"   41",,,,"   69",,,,"  161","   89",,"  270","  280","   81","  112","    1",,,,
"USW00003178","2023-01-11",,"   18",,,,"    0",,,,"  178","   67",,"  280","  280","   63","   85","    1",,,,
"USW00003178","2023-01-12",,"   26",,,,"    0",,,,"  233","   83",,"  110","  120","   72","   85",,,,"    1",
"USW00003178","2023-01-13",,"   20",,,,"    0",,,,"  211","   72",,"  270","  260","   81","  103","    1","    1",,"    1",
"USW00003178","2023-01-14",,"   43",,,,"  213",,,,"  156","   78",,"  220","  230","   98","  130","    1","    1",,"    1",
"USW00003178","2023-01-15",,"   27",,,,"  343",,,,"  150","  117",,"  230","  220","   89","  112","    1",,,"    1",
"USW00003178","2023-01-16",,"   48",,,,"  203",,,,"  150","  100",,"  200","  200","  116","  148","    1",,,,
"USW00003178","2023-01-17",,"   39",,,,"   15",,,,"  133","   67",,"  280","  270","   81","  116",,,,,
"USW00003178","2023-01-18",,"   20",,,,"    0",,,,"  161","   44",,"  280","  280","   45","   63",,,,,
"USW00003178","2023-01-19",,"   28",,,,"   13",,,,"  144","   22",,"  260","  270","   67","   89","    1",,,,
"USW00003178","2023-01-20",,"   21",,,,"    0",,,,"  161","   50",,"  280","  290","   54","   67",,,,"    1",
"USW00003178","2023-01-21",,"   19",,,,"    0",,,,"  178","   17",,"  270","  280","   54","   63",,,,"    1",
"USW00003178","2023-01-22",,"   31",,,,"    0",,,,"  139","   39",,"  210",,"   45",,,,,,
"USW00003178","2023-01-23",,"   23",,,,"    0",,,,"  150","   50",,"  270",,"   40",,,,,,
"USW00003178","2023-01-24",,"   22",,,,"    0",,,,"  178","   61",,"  310",,"   31",,,,,,
"USW00003178","2023-01-25",,"   22",,,,"    0",,,,"  211","   39",,"  280","  280","   54","   63",,,,"    1",
"USW00003178","2023-01-26",,"   38",,,,"    0",,,,"  194","   50",,"   50","   60","  112","  161",,,,,
"USW00003178","2023-01-27",,"   23",,,,"    0",,,,"  206","   17",,"  270","  280","   54","   67",,,,"    1",
"USW00003178","2023-01-28",,"   31",,,,"    0",,,,"  156","   33",,"  220","  210","   63","   76",,,,"    1",
"USW00003178","2023-01-29",,"   34",,,,"   33",,,,"  133","   89",,"  260","  280","   67","   81","    1",,,"    1",
"USW00003178","2023-01-30",,"   29",,,,"  114",,,,"  139","   83",,"  170","  170","   81","  107","    1",,,"    1",
"USW00003178","2023-01-31",,"   17",,,,"   66",,,,"  156","   39",,"  250","  260","   58","   67","    1",,,,
"USW00003178","2023-02-01",,"   20",,,,"    0",,,,"  183","   22",,"  280","  300","   45","   63",,,,"    1",
"USW00003178","2023-02-02",,"   22",,,,"    0",,,,"  206","   28",,"  270","  270","   58","   67",,,,"    1",
"USW00003178","2023-02-03",,"   18",,,,"    0",,,,"  211","   67",,"  270","  280","   58","   76",,,,"    1",
"USW00003178","2023-02-04",,"   23",,,,"    0",,,,"  200","   33",,"  270","  270","   58","   72","    1","    1",,,
"USW00003178","2023-02-05",,"   21",,,,"    0",,,,"  167","   50",,"  280","  270","   58","   76","    1",,,"    1",
"USW00003178","2023-02-06",,"   22",,,,"    3",,,,"  178","   56",,"  280","  270","   63","   85",,,,,
"USW00003178","2023-02-07",,"   20",,,,"    0",,,,"  211","   17",,"  280","  280","   58","   76",,,,"    1",
"USW00003178","2023-02-08",,"   17",,,,"    0",,,,"  222","   28",,"  270","  280","   54","   72",,,,"    1",
"USW00003178","2023-02-09",,"   26",,,,"    0",,,,"  261","   50",,"  130","  130","   63","   85",,,,"    1",
"USW00003178","2023-02-10",,"   41",,,,"    0",,,,"  244","  111",,"  130","  130","  103","  130",,,,,
"USW00003178","2023-02-11",,"   27",,,,"    0",,,,"  150","   56",,"  280","  280","   63","   89",,,,"    1",
"USW00003178","2023-02-12",,"   26",,,,"   69",,,,"  139","   33",,"  230","  210","   72","   89","    1",,,"    1",
"USW00003178","2023-02-13",,"   27",,,,"    5",,,,"  150","   78",,"  210","  220","   58","   72","    1",,,,
"USW00003178","2023-02-14",,"   42",,,,"    5",,,,"  117","   89",,"  250","  240","   94","  121","    1",,,"    1",
"USW00003178","2023-02-15",,"   15",,,,"    0",,,,"  150","   22",,"  270","  300","   54","   81",,,,,
"USW00003178","2023-02-16",,"   38",,,,"    0",,,,"  183","    6",,"  110","  110","   89","  107",,,,"    1",
"USW00003178","2023-02-17",,"   30",,,,"    0",,,,"  189","   72",,"  140","  120","   76","   94",,,,"    1",
"USW00003178","2023-02-18",,"   14",,,,"    0",,,,"  189","   39",,"  270","  280","   58","   76",,,,"    1",
"USW00003178","2023-02-19",,"   26",,,,"    0",,,,"  178","   28",,"  190","  190","   72","   89",,,,"    1",
"USW00003178","2023-02-20",,"   20",,,,"    0",,,,"  200","   44",,"  280","  260","   67","   81","    1",,,"    1",
"USW00003178","2023-02-21",,"   46",,,,"   18",,,,"  194","   56",,"  280","  270","   94","  125","    1",,,"    1",
"USW00003178","2023-02-22",,"   64",,,,"   15",,,,"  122","   67",,"  270","  270","  125","  188",,,"    1",,
"USW00003178","2023-02-23",,"   38",,,,"   56",,,,"  122","   67",,"  220","  210","   89","  107","    1",,,,
"USW00003178","2023-02-24",,"   66",,,,"    0",,,,"  150","   72",,"  160","  160","  112","  148",,,,,
"USW00003178","2023-02-25",,"   45",,,,"  251",,,,"  128","   72",,"  150","  140","  112","  152","    1",,,"    1",
"USW00003178","2023-02-26",,"   26",,,,"   18",,,,"  128","   50",,"  250","  250","   98","  134",,,,,
"USW00003178","2023-02-27",,"   24",,,,"   13",,,,"  150","   11",,"  270","  280","   58","   76","    1",,,"    1",
"USW00003178","2023-02-28",,"   27",,,,"   64",,,,"  139","   56",,"  260","  270","   63","   94","    1",,,"    1",
"USW00003178","2023-03-01",,"   53",,,,"  119",,,,"  117","   67",,"  280","  280","  112","  157","    1",,,,
"USW00003178","2023-03-02",,"   21",,,,"    0",,,,"  150","   17",,"  260","  260","   58","   67",,,,,
"USW00003178","2023-03-03",,"   19",,,,"    0",,,,"  150","   22",,"  270","  270","   54","   76","    1",,,"    1",
"USW00003178","2023-03-04",,"   24",,,,"    0",,,,"  150","   22",,"  250","  310","   63","   81","    1",,,"    1",
"USW00003178","2023-03-05",,"   16",,,,"    0",,,,"  150","   67",,"  280","  280","   63","   81","    1",,,"    1",
"USW00003178","2023-03-06",,"   18",,,,"    0",,,,"  161","   50",,"  270","  270","   63","   85","    1",,,"    1",
"USW00003178","2023-03-07",,"   20",,,,"    0",,,,"  156","   56",,"  270","  280","   67","   81","    1",,,"    1",
"USW00003178","2023-03-08",,"   19",,,,"    0",,,,"  144","   28",,"  280","  270","   58","   76","    1",,,"    1",
"USW00003178","2023-03-09",,"   17",,,,"    0","    0",,,"  183","   50",,"  280","  310","   54","   81","    1",,,"    1",
"USW00003178","2023-03-10",,"   18",,,,"  145","    0",,,"  178","   72",,"  230","  240","   45","   58","    1",,,"    1",
"USW00003178","2023-03-11",,"   20",,,,"   53","    0",,,"  183","  133",,"  270","  200","   40","   49","    1","    1",,"    1",
"USW00003178","2023-03-12",,"   16",,,,"    0",,,,"  189","  122",,"  280","  260","   54","   85","    1","    1",,,
"USW00003178","2023-03-13",,"   15",,,,"    0",,,,"  189","  100",,"  270","  310","   45","   67","    1",,,,
"USW00003178","2023-03-14",,"   22",,,,"   15",,,,"  194","  106",,"  260","  210","   58","   76","    1",,,"    1",
"USW00003178","2023-03-15",,"   43",,,,"  201",,,,"  156","  100",,"  190","  200","   81","  107","    1","    1",,,
"USW00003178","2023-03-16",,"   13",,,,"    0",,,,"  161","   83",,"  250","  300","   58","   81",,,,,
"USW00003178","2023-03-17",,"   16",,,,"    0",,,,"  178","   78",,"  270","  280","   45","   63","    1",,,"    1",
"USW00003178","2023-03-18",,"   22",,,,"    0",,,,"  250","   72",,"  110","  140","   76","   98","    1",,,"    1",
"USW00003178","2023-03-19",,"   31",,,,"    8",,,,"  194","  122",,"  150","  150","   67","   85","    1",,,"    1",
"USW00003178","2023-03-20",,"   34",,,,"    8",,,,"  172","  117",,"  270","  200","   63","   85","    1",,,,
"USW00003178","2023-03-21",,"   53",,,,"  259",,,,"  161","  106",,"  210","  200","  139","  197","    1",,,,
"USW00003178","2023-03-22",,"   32",,,,"   64",,,,"  161","   78",,"  230","  210","   63","   94","    1",,,,
"USW00003178","2023-03-23",,"   20",,,,"   48",,,,"  144","   89",,"  280","  270","   72","   94","    1",,,,
"USW00003178","2023-03-24",,"   21",,,,"    0",,,,"  161","   72",,"  280","  280","   63","   89",,,,,
"USW00003178","2023-03-25",,"   21",,,,"    0",,,,"  161","   50",,"  270","  270","   63","   81","    1",,,"    1",
"USW00003178","2023-03-26",,"   26",,,,"    0",,,,"  161","   44",,"  270","  280","   67","   89","    1",,,"    1",
"USW00003178","2023-03-27",,"   27",,,,"    0",,,,"  228","   44",,"  110","  120","   89","  112","    1",,,"    1",
"USW00003178","2023-03-28",,"   23",,,,"    0",,,,"  200","   67",,"  250","  290","   58","   81",,,,"    1",
"USW00003178","2023-03-29",,"   28",,,,"   64",,,,"  156","   67",,"  260","  190","   72","   98","    1",,,"    1",
"USW00003178","2023-03-30",,"   35",,,,"   76",,,,"  144","   72",,"  210","  210","   89","  107","    1",,,,
"USW00003178","2023-03-31",,"   19",,,,"    0",,,,"  161","   56",,"  270","  280","   63","   76",,,,"    1",
"USW00003178","2023-04-01",,"   18",,,,"    0",,,,"  200","   56",,"  270","  280","   72","   89","    1",,,,
"USW00003178","2023-04-02",,"   19",,,,"    0",,,,"  172","   72",,"  270","  290","   58","   76","    1","    1",,"    1",
"USW00003178","2023-04-03",,"   39",,,,"    8",,,,"  144","  100",,"  260","  250","   81","  112","    1",,,,
"USW00003178","2023-04-04",,"   28",,,,"    0",,,,"  161","   50",,"  270","  270","   81","  125",,,,"    1",
"USW00003178","2023-04-05",,"   23",,,,"    0",,,,"  172","   33",,"  280","  280","   67","   89",,,,"    1",
"USW00003178","2023-04-06",,"   26",,,,"    0",,,,"  222","   44",,"  280","  290","   72","   94",,,,"    1",
"USW00003178","2023-04-07",,"   21",,,,"    0",,,,"  189","   56",,"  280","  300","   63","   85","    1",,,"    1",
"USW00003178","2023-04-08",,"   20",,,,"    0",,,,"  194","   50",,"  270","  280","   67","   89","    1",,,"    1",
"USW00003178","2023-04-09",,"   16",,,,"    0",,,,"  189","  111",,"  270","  270","   45","   67","    1","    1",,"    1",
"USW00003178","2023-04-10",,"   12",,,,"    0",,,,"  206","  100",,"  270","  310","   54","   76","    1","    1",,"    1",
"USW00003178","2023-04-11",,"   16",,,,"    0",,,,"  211","  111",,"  280","  270","   58","   81","    1","    1",,"    1",
"USW00003178","2023-04-12",,"   34",,,,"    0",,,,"  167","  111",,"  220","  230","   67","   85","    1",,,"    1",
"USW00003178","2023-04-13",,"   37",,,,"   15",,,,"  150","   94",,"  240","  210","   67","   89","    1",,,"    1",
"USW00003178","2023-04-14",,"   22",,,,"    0",,,,"  178","   89",,"  250","  300","   63","   85",,,,"    1",
"USW00003178","2023-04-15",,"   22",,,,"    0",,,,"  183","   72",,"  280","  300","   58","   81","    1",,,"    1",
"USW00003178","2023-04-16",,"   17",,,,"    0",,,,"  150","  117",,"  270","  270","   45","   63","    1",,,,
"USW00003178","2023-04-17",,"   21",,,,"    0",,,,"  178","  111",,"  270","  260","   58","   76","    1",,,"    1",
"USW00003178","2023-04-18",,"   25",,,,"    3",,,,"  172","   94",,"  260","  300","   63","   85","    1",,,,
"USW00003178","2023-04-19",,"   22",,,,"    0",,,,"  194","   78",,"  280","  270","   72","   94","    1",,,"    1",
"USW00003178","2023-04-20",,"   22",,,,"    0",,,,"  256","   78",,"  260","  280","   72","   89","    1",,,"    1",
"USW00003178","2023-04-21",,"   22",,,,"    0",,,,"  306","  100",,"  270","  280","   67","   85",,,,"    1",
"USW00003178","2023-04-22",,"   18",,,,"    0",,,,"  278","  106",,"  280","  280","   54","   81","    1","    1",,,
"USW00003178","2023-04-23",,"   13",,,,"    0",,,,"  239","  106",,"  320","  320","   45","   76","    1","    1",,"    1",
"USW00003178","2023-04-24",,"   21",,,,"    0",,,,"  200","  122",,"  260","  260","   63","   81","    1",,,"    1",
"USW00003178","2023-04-25",,"   21",,,,"    0",,,,"  178","  128",,"  280",,"   36",,"    1",,,,
"USW00003178","2023-04-26",,"   32",,,,"    0",,,,"  211","  150",,"  280","  280","   54","   76",,,,"    1",
"USW00003178","2023-04-27",,"   36",,,,"    0",,,,"  211","  150",,"  280",,"   40",,,,,,
"USW00003178","2023-04-28",,"   16",,,,"    0",,,,"  200","  122",,"  270","  280","   54","   81","    1","    1",,"    1",
"USW00003178","2023-04-29",,"   19",,,,"    0",,,,"  206","  128",,"  280","  300","   54","   72","    1",,,"    1",
"USW00003178","2023-04-30",,"   22",,,,"    0",,,,"  183","  122",,"  250","  240","   54","   76","    1",,,"    1",
"USW00003178","2023-05-01",,"   38",,,,"    0",,,,"  178","  117",,"  240","  250","   76","   98",,,,,
"USW00003178","2023-05-02",,"   23",,,,"    0",,,,"  183","   94",,"  260","  290","   72","   94",,,,,
"USW00003178","2023-05-03",,"   25",,,,"    3",,,,"  183","   89",,"  260","  280","   76","   98","    1",,,"    1",
"USW00003178","2023-05-04",,"   34",,,,"   48",,,,"  183","   83",,"  180","  170","   76","   94","    1",,,,
"USW00003178","2023-05-05",,"   26",,,,"   15",,,,"  183","   89",,"  280","  270","   63","   89","    1",,,"    1",
"USW00003178","2023-05-06",,"   22",,,,"    0",,,,"  194","   89",,"  260","  270","   67","   89","    1",,,,
"USW00003178","2023-05-07",,"   24",,,,"    0",,,,"  211","   78",,"  270","  270","   72","   89","    1",,,"    1",
"USW00003178","2023-05-08",,"   21",,,,"    0",,,,"  206","  128",,"  270","  270","   67","   89",,,,"    1",
"USW00003178","2023-05-09",,"   31",,,,"    0",,,,"  200","  133",,"  260","  250","   67","   89",,,,,
"USW00003178","2023-05-10",,"   26",,,,"    8",,,,"  200","  111",,"  260","  270","   63","   81",,,,,
"USW00003178","2023-05-11",,"   26",,,,"    0",,,,"  200","  133",,"  270","  250","   58","   85",,,,,
"USW00003178","2023-05-12",,"   24",,,,"    0",,,,"  200","  139",,"  270","  320","   58","   85",,,,"    1",
"USW00003178","2023-05-13",,"   18",,,,"    0",,,,"  217","  144",,"  250","  240","   63","   76","    1",,,"    1",
"USW00003178","2023-05-14",,"   17",,,,"    0",,,,"  194","  139",,"  260","  290","   58","   85","    1",,,"    1",
"USW00003178","2023-05-15",,"   18",,,,"    0",,,,"  206","  128",,"  270","  280","   58","   81","    1",,,"    1",
"USW00003178","2023-05-16",,"   19",,,,"    0",,,,"  222","  128",,"  270","  270","   63","   76","    1",,,"    1",
"USW00003178","2023-05-17",,"   17",,,,"    0",,,,"  178","  133",,"  270","  250","   54","   63","    1",,,"    1",
"USW00003178","2023-05-18",,"   19",,,,"    0",,,,"  211","  133",,"  280","  210","   45","   76","    1",,,"    1",
"USW00003178","2023-05-19",,"   16",,,,"    0",,,,"  211","  144",,"  260","  210","   58","  107","    1",,,"    1",
"USW00003178","2023-05-20",,"   19",,,,"    0",,,,"  189","  144",,"  260","  270","   54","   67","    1",,,"    1",
"USW00003178","2023-05-21",,"   19",,,,"    0",,,,"  217","  144",,"  260","  260","   58","   81","    1",,,"    1",
"USW00003178","2023-05-22",,"   22",,,,"    0",,,,"  167","  139",,"  210","  340","   45","   67","    1",,,"    1",
"USW00003178","2023-05-23",,"   20",,,,"    0",,,,"  178","  133",,"  250",,"   58",,"    1",,,"    1",
"USW00003178","2023-05-24",,"   21",,,,"    0",,,,"  178","  128",,"  280","  300","   45","  103","    1",,,,
"USW00003178","2023-05-25",,"   26",,,,"    0",,,,"  194","  139",,"  250","  260","   67","   85",,,,,
"USW00003178","2023-05-26",,"   26",,,,"    0",,,,"  200","  133",,"  270","  280","   67","   89",,,,,
"USW00003178","2023-05-27",,"   28",,,,"    0",,,,"  206","  144",,"  270","  220","   72","   98",,,,,
"USW00003178","2023-05-28",,"   22",,,,"    0",,,,"  206","  144",,"  260","  250","   67","   85","    1",,,,
"USW00003178","2023-05-29",,"   19",,,,"    0",,,,"  161","  139",,"  270","  240","   40","   63","    1",,,,
"USW00003178","2023-05-30",,"   22",,,,"    0",,,,"  183","  139",,"  270","  310","   63","   89","    1",,,,
"USW00003178","2023-05-31",,"   20",,,,"    0",,,,"  178","  128",,"  260","  280","   58","   81",,,,,
"USW00003178","2023-06-01",,"   20",,,,"    0",,,,"  178","  139",,"  240","  280","   45","   67",,,,,
"USW00003178","2023-06-02",,"   26",,,,"    0",,,,"  211","  144",,"  270","  280","   67","   89",,,,,
"USW00003178","2023-06-03",,"   18",,,,"    0",,,,"  206","  150",,"  250","  230","   63","   89","    1",,,"    1",
"USW00003178","2023-06-04",,"   21",,,,"    0",,,,"  217","  156",,"  260","  280","   58","   85",,,,,
"USW00003178","2023-06-05",,"   33",,,,"    0",,,,"  194","  133",,"  260","  250","   76","   89",,,,,
"USW00003178","2023-06-06",,"   20",,,,"    0",,,,"  211","  133",,"  260","  260","   67","   85",,,,"    1",
"USW00003178","2023-06-07",,"   23",,,,"    0",,,,"  206","  139",,"  280","  280","   63","   85",,,,,
"USW00003178","2023-06-08",,"   24",,,,"    0",,,,"  222","  144",,"  270","  270","   63","   89",,,,,
"USW00003178","2023-06-09",,"   30",,,,"    0",,,,"  217","  156",,"  260","  270","   67","   94",,,,,
"USW00003178","2023-06-10",,"   24",,,,"   18",,,,"  189","  144",,"  250","  230","   45","   94","    1",,,,
"USW00003178","2023-06-11",,"   21",,,,"   30",,,,"  172","  139",,"  260","   90","   54","  148","    1",,,"    1",
"USW00003178","2023-06-12",,"   24",,,,"    3",,,,"  200","  139",,"  270","  280","   67","   94","    1",,,,
